approach	N	top_k	candidate_count_mean	file_hit	target_coverage	mrr	hit	complete
Issue	500	10	5.990000	87.000000	54.288701	55.239127	66.400000	45.000000
BM25	500	10	10.000000	91.000000	62.274062	57.352619	72.400000	53.800000
MURAL	500	10	10.000000	92.200000	63.883499	57.972143	73.800000	55.400000
