name	N	top_k	file_rate	method_or_entity_rate	mrr	hit_rate
Raw_BM25_entities	91	20	0.6153846153846154	0.19925834239021048	0.13498812895863213	0.34065934065934067
BM25_projection	91	20	0.6703296703296703	0.31934347703578475	0.24140522624685523	0.4725274725274725
Structural_projection	91	20	0.6373626373626373	0.34731854937898893	0.24350711685068507	0.5164835164835165
Dense_projection	91	20	0.7472527472527473	0.3133744918085577	0.23917263492885238	0.4835164835164835
MURAL_2src	91	20	0.7032967032967034	0.34605215195874534	0.25934524022419103	0.5494505494505495
BM25_Dense	91	20	0.7142857142857143	0.3268491124260355	0.23876001270151234	0.5054945054945055
Structural_Dense	91	20	0.7142857142857143	0.3666072378984467	0.25583526489311875	0.5604395604395604
MURAL	91	20	0.7252747252747253	0.37059584188705064	0.2649798692444901	0.5714285714285714
