baseline	treatment	metric	delta	clustered_ci_low	clustered_ci_high	wins	losses	mcnemar_p
BM25	MURAL	file_hit	1.600000	0.793651	3.149730	10	2	0.03857421875
BM25	MURAL	target_coverage	5.178810	3.567001	9.640688			
BM25	MURAL	hit	4.000000	2.388040	8.695652	22	2	3.58819961548e-05
BM25	MURAL	mrr	0.661944	0.423182	0.830190			
BM25	MURAL	complete	5.800000	4.440117	9.211032	31	2	1.30850821733e-07
