name	N	top_k	file_rate	method_or_entity_rate	mrr	hit_rate	dir
BM25	500	20	0.77	0.3920462481962482	0.25258785381285387	0.46	runs/text_baselines_nohints/2000
KG_grounded	500	20	0.556	0.3377373737373737	0.2224038519873659	0.378	runs/kg_verified_evidence_graph/tse_timesafe_main_20260529_v6
BM25_filelocal	500	20	0.736	0.5010113275613275	0.28811683707589275	0.57	temp_run/mural_experiment_additions/selector_minimal_20260715c/title_exact_file_rank_ast
KG_filelocal	500	20	0.592	0.4527596681096681	0.2631367764072873	0.506	temp_run/mural_experiment_additions/selector_compact_main_20260715/kg_local
BM25_KG_RRF_filelocal	500	20	0.77	0.5519722222222222	0.3199049013765731	0.626	temp_run/mural_experiment_additions/selector_compact_main_20260715/mural_2src
GLM5_issue	500	20	0.874	0.529893573093573	0.5123071428571428	0.624	temp_run/eval_aliyun_glm5_issueonly
GLM5_KG_filelocal	500	20	0.932	0.6585265817515819	0.5370751254851099	0.742	temp_run/mural_experiment_additions/selector_compact_main_20260715/glm5_kg_b20_p10
GLM5_BM25_filelocal	500	20	0.942	0.691663197913198	0.544059565752445	0.78	temp_run/mural_experiment_additions/selector_compact_main_20260715/glm5_bm25_b20_p10
GLM5_BM25_KG_RRF_filelocal	500	20	0.946	0.7112065601065601	0.5476293905784618	0.792	temp_run/mural_experiment_additions/selector_compact_main_20260715/glm5_mural2_b20_p10
