name	N	top_k	file_rate	method_or_entity_rate	mrr	hit_rate	dir
k10	500	20	0.868	0.6033629148629147	0.3594798065883205	0.682	temp_run/mural_experiment_additions/rrf3_sensitivity_20260716/k10
k30	500	20	0.85	0.6026486291486288	0.35098777961804273	0.678	temp_run/mural_experiment_additions/rrf3_sensitivity_20260716/k30
k60	500	20	0.83	0.5961367243867242	0.3448987389201785	0.672	temp_run/mural_experiment_additions/rrf3_sensitivity_20260716/k60
k100	500	20	0.828	0.5955652958152956	0.3437170973161685	0.67	temp_run/mural_experiment_additions/rrf3_sensitivity_20260716/k100
dense05	500	20	0.792	0.5825295815295815	0.33535317492105415	0.654	temp_run/mural_experiment_additions/rrf3_sensitivity_20260716/dense05
dense075	500	20	0.796	0.5824700577200577	0.3379489477756506	0.656	temp_run/mural_experiment_additions/rrf3_sensitivity_20260716/dense075
dense125	500	20	0.828	0.5968033910533908	0.3454810943958003	0.672	temp_run/mural_experiment_additions/rrf3_sensitivity_20260716/dense125
dense15	500	20	0.83	0.6021033910533907	0.34625653758006697	0.676	temp_run/mural_experiment_additions/rrf3_sensitivity_20260716/dense15
