approach	N	top_k	candidate_count_mean	file_hit	target_coverage	mrr	hit	complete
Issue	500	5	3.860000	83.800000	51.271638	54.693333	62.600000	42.800000
BM25	500	5	5.000000	88.400000	57.043312	56.800000	67.800000	48.600000
MURAL	500	5	5.000000	88.400000	57.687352	57.236667	68.000000	49.600000
