approach	N	top_k	candidate_count_mean	file_hit	target_coverage	mrr	hit	complete
FileFusionProjection	500	20	20.000000	84.400000	55.090216	33.934454	64.600000	46.800000
ProjectedEntityRRF	500	20	20.000000	82.200000	55.947035	37.423157	65.400000	47.800000
MURAL	500	20	20.000000	83.000000	57.588463	37.950833	67.200000	49.600000
