approach	N	top_k	candidate_count_mean	file_hit	target_coverage	mrr	hit	complete
Issue	500	20	6.284000	87.400000	54.306883	55.257309	66.600000	45.000000
BM25	500	20	20.000000	94.200000	68.470043	57.958244	79.000000	59.400000
MURAL	500	20	20.000000	95.200000	69.805996	58.511191	79.800000	61.200000
