baseline	treatment	top_k	metric	N	baseline_value	treatment_value	delta	ci95_low	ci95_high	wins	losses	ties	exact_mcnemar_p
k60_equal	k10_equal	20	file	500	0.77	0.798	0.028000000000000025	0.014	0.044	14	0	486	0.0001220703125
k60_equal	k10_equal	20	method	500	0.5528888888888888	0.5705448412698413	0.017655952380952522	0.0017083333333333338	0.034602380952380954	20	10	470	NA
k60_equal	k10_equal	20	mrr	500	0.31976817442103816	0.3253954999592771	0.005627325538238914	0.0017256896010765977	0.01021666397757729	50	29	421	NA
k60_equal	k10_equal	20	hit	500	0.628	0.65	0.02200000000000002	0.006	0.04	15	4	481	0.0192108154296875
k60_equal	k30_equal	20	file	500	0.77	0.776	0.006000000000000005	0.0	0.014	3	0	497	0.25
k60_equal	k30_equal	20	method	500	0.5528888888888888	0.5572412698412699	0.0043523809523811074	0.0006666666666666666	0.009685714285714285	5	0	495	NA
k60_equal	k30_equal	20	mrr	500	0.31976817442103816	0.32087895334799366	0.0011107789269554913	0.00036426360017691276	0.002095092652445594	14	3	483	NA
k60_equal	k30_equal	20	hit	500	0.628	0.634	0.006000000000000005	0.0	0.014	3	0	497	0.25
k60_equal	k100_equal	20	file	500	0.77	0.77	0.0	0.0	0.0	0	0	500	1.0
k60_equal	k100_equal	20	method	500	0.5528888888888888	0.5508888888888889	-0.0019999999999998908	-0.006	0.0	0	1	499	NA
k60_equal	k100_equal	20	mrr	500	0.31976817442103816	0.31968309940833156	-8.507501270660356e-05	-0.000346345029239766	9.34065934065934e-05	3	3	494	NA
k60_equal	k100_equal	20	hit	500	0.628	0.626	-0.0020000000000000018	-0.006	0.0	0	1	499	1.0
k60_equal	k60_bm25_30_kg_70	20	file	500	0.77	0.688	-0.08200000000000007	-0.112	-0.054	8	49	443	2.7168525665310916e-08
k60_equal	k60_bm25_30_kg_70	20	method	500	0.5528888888888888	0.5220502525252524	-0.030838636363636374	-0.05415768398268399	-0.008478571428571429	21	39	440	NA
k60_equal	k60_bm25_30_kg_70	20	mrr	500	0.31976817442103816	0.31684441917731393	-0.0029237552437242353	-0.015072064657049173	0.007931710987670738	64	53	383	NA
k60_equal	k60_bm25_30_kg_70	20	hit	500	0.628	0.58	-0.04800000000000004	-0.076	-0.022	12	36	452	0.0007172696733945827
k60_equal	k60_bm25_40_kg_60	20	file	500	0.77	0.678	-0.09199999999999997	-0.12	-0.066	3	49	448	1.042677055806962e-11
k60_equal	k60_bm25_40_kg_60	20	method	500	0.5528888888888888	0.5144002525252525	-0.03848863636363631	-0.05947673160173159	-0.018689177489177488	12	36	452	NA
k60_equal	k60_bm25_40_kg_60	20	mrr	500	0.31976817442103816	0.3118856518008995	-0.007882522620138666	-0.019404348833141398	0.0023184179855232512	47	44	409	NA
k60_equal	k60_bm25_40_kg_60	20	hit	500	0.628	0.574	-0.05400000000000005	-0.08	-0.03	7	34	459	2.532080361561384e-05
k60_equal	k60_bm25_60_kg_40	20	file	500	0.77	0.718	-0.052000000000000046	-0.074	-0.032	3	29	468	2.5560148060321808e-06
k60_equal	k60_bm25_60_kg_40	20	method	500	0.5528888888888888	0.5183843434343435	-0.03450454545454529	-0.05585151515151516	-0.014421212121212121	12	30	458	NA
k60_equal	k60_bm25_60_kg_40	20	mrr	500	0.31976817442103816	0.3125496547570077	-0.007218519664030476	-0.013919086142615552	-0.0007174721735093248	39	50	411	NA
k60_equal	k60_bm25_60_kg_40	20	hit	500	0.628	0.588	-0.040000000000000036	-0.064	-0.018	7	27	466	0.0008213953115046024
k60_equal	k60_bm25_70_kg_30	20	file	500	0.77	0.724	-0.04600000000000004	-0.07	-0.024	6	29	465	0.0001168418675661087
k60_equal	k60_bm25_70_kg_30	20	method	500	0.5528888888888888	0.519955772005772	-0.03293311688311673	-0.054616450216450216	-0.01211818181818182	14	31	455	NA
k60_equal	k60_bm25_70_kg_30	20	mrr	500	0.31976817442103816	0.3116341303691149	-0.00813404405192325	-0.015044151514120559	-0.0014285776229274677	49	59	392	NA
k60_equal	k60_bm25_70_kg_30	20	hit	500	0.628	0.592	-0.03600000000000003	-0.06	-0.014	9	27	464	0.00393317302223295
